species_id;breed_id;standard_id;status;country;show_class;name;is_multi_breed
;47;1047;stopped;St Kitts & Nevis;two;Ward-Reyes;false
;48;1048;created;Russian Federation;three;Vance-Andrews;false
;49;1049;started;Bhutan;one;Reed-Goodwin;false
;50;1050;created;New Zealand;two;Burgess PLC;false
;51;1051;stopped;Antigua & Deps;two;Clark, Miller and Macias;false
;52;1052;stopped;Malaysia;three;Hansen-Williamson;false
;53;1053;started;Liechtenstein;one;Jackson, Ward and Evans;false
;54;1054;started;United States;two;Wood Group;false
;55;1055;started;St Kitts & Nevis;two;Stanley Ltd;false
;56;1056;stopped;Italy;three;James, Carroll and Santana;false
;57;1057;stopped;Turkey;one;Gonzalez and Sons;false
;58;1058;created;Taiwan;one;Jarvis LLC;false
;59;1059;created;Belize;one;Ward, Evans and Strong;false
;60;1060;created;Canada;three;Russo Group;false
;61;1061;created;Guinea-Bissau;two;Roy Inc;false
;62;1062;created;South Africa;three;Ali-Fuentes;false
;63;1063;created;Uganda;three;Hale, Harris and Carlson;false
;64;1064;stopped;Cape Verde;one;Rodriguez, Cortez and Diaz;false
;65;1065;started;Romania;two;Cortez, Lynch and Murphy;false
;66;1066;created;Oman;one;Johnston-Davis;false
;67;1067;stopped;Ethiopia;one;Parker Group;false
;68;1068;created;Angola;one;Frederick Ltd;false
;69;1069;started;Malta;one;Martinez LLC;false
;70;1070;started;Oman;three;Brown, Howard and Harris;false
;71;1071;created;Montenegro;two;Cummings-Armstrong;false
;72;1072;started;Luxembourg;three;Hall, Wilson and Sanchez;false
;73;1073;stopped;Bolivia;three;Scott-Taylor;false
;74;1074;created;South Africa;three;Duncan PLC;false
;75;1075;created;Burkina;one;Jones Group;false
;76;1076;stopped;Yemen;two;Hicks, Campbell and Duran;false
;77;1077;created;Peru;two;Gonzalez-Sutton;false
;78;1078;created;Japan;two;Velasquez LLC;false
;79;1079;stopped;Bolivia;two;Mills PLC;false
;80;1080;stopped;Romania;three;Riley-Dunlap;false
;81;1081;stopped;Liberia;one;Lopez-Wilson;false
;82;1082;started;Russian Federation;one;Lutz Inc;false
;83;1083;created;New Zealand;three;Hunt-Miller;false
;84;1084;started;Sao Tome & Principe;two;Harris-Hutchinson;false
;85;1085;stopped;Bhutan;one;Wells Group;false
;86;1086;stopped;Burkina;one;Mcgrath, Kelly and Alvarado;false
;87;1087;stopped;Nauru;two;Hernandez-Taylor;false
;88;1088;created;Trinidad & Tobago;one;Foley, Mccormick and Perez;false
;89;1089;started;Switzerland;one;Ford-Schmidt;false
;90;1090;stopped;Austria;two;Butler PLC;false
;91;1091;started;Indonesia;two;Nguyen-Woodward;false
;92;1092;started;Taiwan;two;Summers-Young;false
;93;1093;created;Taiwan;two;Harris-Kelly;false
;94;1094;created;Cuba;one;Morales-Welch;false
;95;1095;created;United Arab Emirates;three;Dodson Ltd;false
;96;1096;stopped;Cuba;three;Molina Group;false
;97;1097;started;Central African Rep;two;Hoover, Johnston and Jensen;false
;98;1098;started;Bhutan;two;Owens Group;false
;99;1099;stopped;Congo (Democratic Rep);three;Martin and Sons;false
;100;1100;created;Canada;one;Berg-Mckinney;false
;101;1101;started;St Lucia;one;Price LLC;false
;102;1102;started;Haiti;three;Smith-Hughes;false
;103;1103;stopped;Jamaica;one;Phillips Group;false
;104;1104;stopped;Afghanistan;two;Frost-Wise;false
;105;1105;created;Iceland;two;Arnold, Gaines and Garrett;false
;106;1106;created;Sao Tome & Principe;one;Salinas, Chandler and Erickson;false
;107;1107;started;Grenada;one;Greer Group;false
;108;1108;started;Rwanda;one;Mitchell-Harper;false
;109;1109;created;Nigeria;two;Nguyen Group;false
;110;1110;created;Bahamas;two;Moore-Ross;false
;111;1111;created;Yemen;three;Reed Ltd;false
;112;1112;started;Slovenia;two;Wise, Moses and Martin;false
;113;1113;stopped;Canada;two;Smith Inc;false
;114;1114;started;Ireland (Republic);three;Leach, Hill and Barnes;false
;115;1115;stopped;Thailand;three;Horn, Short and Holmes;false
;116;1116;created;Singapore;three;Wilson, Wright and Thomas;false
;117;1117;created;Malawi;three;Norton-King;false
;118;1118;stopped;New Zealand;one;Evans-James;false
;119;1119;stopped;Nigeria;one;Lutz-Fox;false
;120;1120;stopped;Azerbaijan;one;James LLC;false
;121;1121;started;Cameroon;three;Briggs, Rangel and Stephens;false
;122;1122;started;Greece;three;Cook, Powell and Valdez;false
;123;1123;started;Bahrain;one;Alexander-Peterson;false
;124;1124;started;Mozambique;two;Gomez, Jackson and Mccann;false
;125;1125;stopped;Kyrgyzstan;one;Hill-Olsen;false
;126;1126;stopped;Cyprus;two;Stewart-Bryan;false
;127;1127;started;Taiwan;three;Owens-Reid;false
;128;1128;created;Russian Federation;one;Smith, Hernandez and Oneal;false
;129;1129;created;Nigeria;one;Stevens, Charles and Acevedo;false
;130;1130;stopped;Djibouti;three;Barrett, Harrell and Herring;false
;131;1131;stopped;Qatar;two;Martin, West and Young;false
;132;1132;created;Finland;one;Casey-Barber;false
;133;1133;created;Armenia;one;Sims and Sons;false
;134;1134;created;Cameroon;one;Hughes-Smith;false
;135;1135;stopped;Jordan;one;Stevens LLC;false
;136;1136;started;Oman;three;Perez LLC;false
;137;1137;created;Cape Verde;three;Allen-Galvan;false
;138;1138;started;Ghana;three;Sampson Group;false
;139;1139;started;Norway;one;Wilson, Mcfarland and Powell;false
;140;1140;started;Botswana;three;Long Inc;false
;141;1141;stopped;Papua New Guinea;three;Deleon, Bennett and Roach;false
;142;1142;created;Austria;one;Cortez, Jones and Tyler;false
;143;1143;started;Montenegro;three;Jackson Group;false
;144;1144;started;Denmark;three;Macdonald-Miller;false
;145;1145;stopped;Serbia;three;Brown, Willis and Bauer;false
;146;1146;created;Afghanistan;three;Porter Ltd;false
;147;1147;started;Denmark;three;Freeman Group;false
;148;1148;stopped;Kiribati;two;Bennett and Sons;false
;149;1149;stopped;Australia;three;Simpson Inc;false
;150;1150;created;Lesotho;two;Chen, Ramos and Miller;false
;151;1151;created;Afghanistan;one;Oliver, Thomas and Jackson;false
;152;1152;created;Turkmenistan;two;Brown Ltd;false
;153;1153;started;St Lucia;two;Duncan Group;false
;154;1154;created;Pakistan;two;Mullins Group;false
;155;1155;started;Brazil;one;Lawrence-Williams;false
;156;1156;created;Comoros;two;Lynch, Richmond and Krueger;false
;157;1157;stopped;Tunisia;two;Terry, Hood and Rollins;false
;158;1158;stopped;Indonesia;three;Black, Lewis and Baker;false
;159;1159;started;Bhutan;two;Escobar PLC;false
;160;1160;stopped;Ireland (Republic);two;Anderson PLC;false
;161;1161;stopped;Tonga;one;Rodriguez-Woods;false
;162;1162;stopped;United Arab Emirates;one;Roach-Williams;false
;163;1163;created;Ivory Coast;three;Ford PLC;false
;164;1164;started;Portugal;three;Bowman LLC;false
;165;1165;created;Tonga;one;Armstrong-Cole;false
;166;1166;created;China;one;Watts Group;false
;167;1167;created;Zimbabwe;one;Vasquez-Rivera;false
;168;1168;stopped;Tunisia;three;Wright-Young;false
;169;1169;stopped;Tunisia;three;Snyder LLC;false
;170;1170;started;Georgia;two;White-Johnson;false
;171;1171;started;Vatican City;two;Pace, Monroe and Miller;false
;172;1172;stopped;Uruguay;two;Kaiser, Huber and Jones;false
;173;1173;created;East Timor;three;Vincent-Anderson;false
;174;1174;created;Senegal;three;George Ltd;false
;175;1175;created;Benin;two;Shaw LLC;false
;176;1176;created;Ireland (Republic);two;Pineda, Smith and Gill;false
;177;1177;created;Ecuador;one;Hernandez, Tanner and Martinez;false
;178;1178;stopped;Sri Lanka;one;Wilson-Contreras;false
;179;1179;created;Malta;three;Wilson-Bates;false
;180;1180;started;Azerbaijan;one;Evans LLC;false
;181;1181;started;Jordan;one;Boone, Henderson and Barton;false
;182;1182;created;Vatican City;three;Gonzalez LLC;false
;183;1183;created;Lithuania;three;Chambers Inc;false
;184;1184;started;Jordan;three;Horn Ltd;false
;185;1185;stopped;Bolivia;two;Silva LLC;false
;186;1186;created;Mongolia;one;Fuller Ltd;false
;187;1187;stopped;Libya;one;Barry PLC;false
;188;1188;started;Uruguay;one;Mcintyre-Richardson;false
;189;1189;started;Romania;one;Kelly and Sons;false
;190;1190;started;Switzerland;two;Roy-Lam;false
;191;1191;created;Tunisia;two;Morrison-Martinez;false
;192;1192;started;Sudan;two;Frazier, Mcguire and Kelly;false
;193;1193;created;Bahrain;two;Mclaughlin Inc;false
;194;1194;stopped;Namibia;one;Reynolds Ltd;false
;195;1195;created;Estonia;two;Munoz Group;false
;196;1196;started;Burundi;one;Austin Inc;false
;197;1197;started;Monaco;three;Parrish-Ayala;false
;198;1198;created;Djibouti;two;Moore, Smith and Bruce;false
;199;1199;created;Brazil;two;Bridges LLC;false
;200;1200;started;China;one;Weaver, Schneider and Sullivan;false
;201;1201;created;India;three;Glover-Allen;false
;202;1202;stopped;Sudan;one;Hendricks LLC;false
;203;1203;stopped;Turkey;three;French-Thomas;false
;204;1204;stopped;Kosovo;one;Hendrix-Goodman;false
;205;1205;stopped;Armenia;one;Moody-Thompson;false
;206;1206;created;Kenya;one;Crosby PLC;false
;207;1207;stopped;Mauritius;one;Sanchez-Garrett;false
;208;1208;started;Mali;three;Smith LLC;false
;209;1209;stopped;Vanuatu;three;Reilly and Sons;false
;210;1210;created;Maldives;three;Lamb Group;false
;211;1211;stopped;Moldova;two;Green, Jones and Olsen;false
;212;1212;stopped;Myanmar;three;Vasquez and Sons;false
;213;1213;stopped;Qatar;one;Jones Group;false
;214;1214;created;Iraq;one;Zimmerman, Campbell and Zhang;false
;215;1215;stopped;Singapore;one;Huff, Roberts and Hubbard;false
;216;1216;stopped;Syria;two;Charles, Mitchell and Martin;false
;217;1217;created;Portugal;two;Nunez Group;false
;218;1218;stopped;Austria;three;Jenkins-Brown;false
;219;1219;created;Kiribati;two;Velasquez, Jones and Becker;false
;220;1220;stopped;Italy;one;Wood Ltd;false
;221;1221;stopped;Dominica;three;Guerrero-Perry;false
;222;1222;started;Jamaica;one;Pope and Sons;false
;223;1223;started;United Arab Emirates;three;Tucker-Garcia;false
;224;1224;stopped;Palestine;two;Vincent-Fitzgerald;false
;225;1225;created;Georgia;three;Turner and Sons;false
;226;1226;stopped;Senegal;three;Woods, Andrade and Nelson;false
;227;1227;started;Australia;three;Garcia Inc;false
;228;1228;stopped;Burundi;two;Hale, Mooney and Delgado;false
;229;1229;started;Gambia;two;Stanley, Diaz and Williams;false
;230;1230;started;Solomon Islands;one;Bryan, Torres and Bailey;false
;231;1231;started;Hungary;two;Levy-Smith;false
;232;1232;created;Romania;three;Cruz-Rivera;false
;233;1233;started;Haiti;one;Dickerson LLC;false
;234;1234;created;Malaysia;three;Smith, Lyons and Campbell;false
;235;1235;created;Ireland (Republic);two;Richards, Contreras and Ingram;false
;236;1236;started;Sudan;one;Jacobson Group;false
;237;1237;stopped;Nicaragua;three;Anderson-Anderson;false
;238;1238;stopped;Bhutan;two;Rodriguez, Bailey and Lawson;false
;239;1239;created;Japan;one;Yates and Sons;false
;240;1240;stopped;Cape Verde;one;Brooks and Sons;false
;241;1241;stopped;Turkmenistan;two;Bernard-Rodriguez;false
;242;1242;created;Papua New Guinea;one;Anderson, Martin and Wang;false
;243;1243;created;Oman;two;Andrews LLC;false
;244;1244;stopped;Chile;three;Rose-Oneal;false
;245;1245;created;Ghana;two;Sharp-Nelson;false
;246;1246;started;St Kitts & Nevis;one;Jackson Inc;false
;247;1247;started;Maldives;one;Spears PLC;false
;248;1248;started;Macedonia;two;Baker, Green and Irwin;false
;249;1249;stopped;Indonesia;two;Robbins-Lopez;false
;250;1250;stopped;United Arab Emirates;three;Santiago Inc;false
;251;1251;stopped;Czech Republic;one;White, Cardenas and Booth;false
;252;1252;stopped;Barbados;one;Melton-Bowman;false
;253;1253;stopped;Honduras;two;Sanchez-Perry;false
;254;1254;created;Bahamas;three;Jackson-Johnson;false
;255;1255;started;Malawi;two;Jones, Pena and Donaldson;false
;256;1256;stopped;Tanzania;three;Shelton and Sons;false
;257;1257;created;Croatia;two;Jones-Johnson;false
;258;1258;stopped;Estonia;two;Ray, Harrell and Cook;false
;259;1259;created;Palestine;one;Campbell, Nguyen and Stevens;false
;260;1260;started;Morocco;two;Taylor-Morales;false
;261;1261;created;Liberia;one;Campbell, Anderson and Smith;false
;262;1262;stopped;Norway;two;Brown-Stewart;false
;263;1263;stopped;Peru;two;Lawson, Henderson and Solis;false
;264;1264;started;Bolivia;two;Miller-Salazar;false
;265;1265;started;Benin;three;Wilson-Carter;false
;266;1266;created;Dominican Republic;two;White, Ware and Espinoza;false
;267;1267;stopped;Madagascar;two;Kirby LLC;false
;268;1268;created;Armenia;three;Mills-Trevino;false
;269;1269;stopped;Madagascar;two;Edwards-Charles;false
;270;1270;created;Taiwan;one;Potter LLC;false
;271;1271;stopped;Cape Verde;one;Gonzalez LLC;false
;272;1272;created;Mauritania;two;Glenn, Walters and Martinez;false
;273;1273;stopped;Tonga;three;Miller-Ramsey;false
;274;1274;stopped;Switzerland;two;Gonzalez-Gonzalez;false
;275;1275;stopped;Uruguay;two;Sloan-Copeland;false
;276;1276;created;Algeria;one;Williams, Smith and Tyler;false
;277;1277;created;India;two;White PLC;false
;278;1278;stopped;Germany;two;Smith-Phillips;false
;279;1279;created;Guatemala;three;Ayala Ltd;false
;280;1280;started;Marshall Islands;three;Harrell LLC;false
;281;1281;started;Denmark;three;Harper-Ryan;false
;282;1282;started;Cambodia;two;Smith PLC;false
;283;1283;stopped;Gambia;one;Anderson, Simpson and Martinez;false
;284;1284;stopped;Turkmenistan;one;Brewer LLC;false
;285;1285;started;Canada;one;Turner Ltd;false
;286;1286;started;Algeria;three;Jackson-King;false
;287;1287;created;Kuwait;one;Lambert, Hill and Hoffman;false
;288;1288;stopped;United Kingdom;one;Carr LLC;false
;289;1289;created;Nigeria;three;Webb-Jones;false
;290;1290;stopped;Kosovo;three;Spencer, Holmes and Moore;false
;291;1291;stopped;Costa Rica;one;Barrett-Anderson;false
;292;1292;stopped;Bhutan;two;Chandler, Clarke and Smith;false
;293;1293;started;Botswana;three;Henderson Group;false
;294;1294;stopped;Chile;three;Maxwell, Greer and Underwood;false
;295;1295;started;Austria;two;Rios-Little;false
;296;1296;started;Guyana;three;Lewis-Mitchell;false
;297;1297;started;Latvia;two;Ortiz LLC;false
;298;1298;stopped;Sweden;one;Riley-Ramirez;false
;299;1299;stopped;Rwanda;one;Hernandez, Aguirre and Wright;false
;300;1300;started;Antigua & Deps;two;Kelly-Smith;false
;301;1301;stopped;Micronesia;three;Edwards, Stevens and Simmons;false
;302;1302;created;Germany;two;Rice Inc;false
;303;1303;created;Uganda;three;Rodriguez LLC;false
;304;1304;stopped;Serbia;one;Dodson-Jimenez;false
;305;1305;started;Turkey;two;Sheppard Group;false
;306;1306;created;Bermuda;two;Edwards-Fox;false
;307;1307;created;Chad;three;Suarez PLC;false
;308;1308;created;Guinea;one;Glass PLC;false
;309;1309;started;Kosovo;three;Gates LLC;false
;310;1310;stopped;Lesotho;three;Long-Morgan;false
;311;1311;started;Zambia;one;Griffith Group;false
;312;1312;stopped;Romania;one;Smith, Burton and Barron;false
;313;1313;created;Cuba;one;Wells-Simpson;false
;314;1314;started;Moldova;two;Jenkins, James and Webb;false
;315;1315;created;Lithuania;one;Mathews, Davis and Reed;false
;316;1316;started;Iraq;three;Butler, Kelley and Lucas;false
;317;1317;started;Slovenia;three;Wolf-Bennett;false
;318;1318;stopped;San Marino;two;Harper, Bowen and Wright;false
;319;1319;started;Algeria;one;Patrick-Mullen;false
;320;1320;started;Zimbabwe;one;Lawrence-Armstrong;false
;321;1321;created;Sierra Leone;two;Mejia, Shepherd and Flores;false
;322;1322;created;Bangladesh;one;Horne-Davila;false
;323;1323;started;Congo;one;Knight, Ritter and Lopez;false
;324;1324;started;Greece;one;Stephenson-Green;false
;325;1325;started;St Kitts & Nevis;two;Hernandez-Smith;false
;326;1326;created;Montenegro;three;Montgomery-Johnson;false
;327;1327;started;Myanmar;two;Morales, Dillon and Woods;false
;328;1328;created;Oman;two;Liu, Ward and Fitzpatrick;false
;329;1329;started;Guinea-Bissau;one;Cook Group;false
;330;1330;stopped;Tunisia;three;Ponce Group;false
;331;1331;started;Costa Rica;one;Cohen, Nichols and Palmer;false
;332;1332;started;Bahrain;one;Dominguez-Moreno;false
;333;1333;stopped;Uruguay;two;Chan, Phillips and Bond;false
;334;1334;stopped;Lesotho;three;Ellison, Patton and Nichols;false
;335;1335;stopped;Uzbekistan;three;Lee-Smith;false
;336;1336;created;Malawi;three;Kennedy Inc;false
;337;1337;stopped;Latvia;three;Alexander Inc;false
;338;1338;stopped;Bahamas;one;Wright, Coleman and Curry;false
;339;1339;created;Dominica;three;Burns-Willis;false
;340;1340;started;Togo;three;Coleman-Lindsey;false
;341;1341;created;Mauritania;three;Davis, Rodriguez and Martin;false
;342;1342;stopped;Kuwait;two;Perez and Sons;false
;343;1343;stopped;Monaco;two;Ingram, Barnes and Brown;false
;344;1344;stopped;Slovakia;one;Brown, Murphy and Andrews;false
;345;1345;started;Tonga;two;Pace, Rowland and Guerrero;false
;346;1346;created;Congo (Democratic Rep);three;Fernandez-Clark;false
;347;1347;stopped;Djibouti;two;Montgomery, Knapp and Lambert;false
;348;1348;created;Afghanistan;two;Mills, Haley and Jacobs;false
;349;1349;started;Korea South;two;Haley-Ward;false
;350;1350;started;Chile;three;Wall PLC;false
;351;1351;stopped;Antigua & Deps;three;Sanchez, Hebert and Turner;false
;352;1352;created;Australia;one;Gross-Montgomery;false
;353;1353;stopped;Djibouti;two;Arroyo-King;false
;354;1354;started;Slovakia;three;Espinoza-Yang;false
;355;1355;created;Albania;two;York-Russo;false
;356;1356;stopped;Korea South;two;Browning-Clark;false
;357;1357;started;Netherlands;one;Macias, Mendoza and Nelson;false
;358;1358;started;Afghanistan;one;Wood, Whitney and Foster;false
;359;1359;stopped;Trinidad & Tobago;two;Martin-Schneider;false
;360;1360;started;Azerbaijan;two;Chambers LLC;false
;361;1361;started;Tuvalu;three;Henderson-Serrano;false
;362;1362;started;Mali;two;Vazquez Ltd;false
;363;1363;started;Uruguay;two;Barrett-Spencer;false
;364;1364;created;Congo (Democratic Rep);one;Blair-White;false
;365;1365;stopped;Sweden;one;Haas-Garcia;false
;366;1366;created;Nigeria;one;Boyer, Williamson and Williams;false
;367;1367;stopped;Sierra Leone;three;Robinson and Sons;false
;368;1368;started;Georgia;two;Rodriguez LLC;false
;369;1369;created;Austria;one;Singh and Sons;false
;370;1370;started;Grenada;one;Burnett, Molina and Moore;false
;371;1371;stopped;New Zealand;one;Perkins Group;false
;372;1372;started;Georgia;two;Shepherd-Alexander;false
;373;1373;stopped;Vanuatu;one;Shannon Group;false
;374;1374;created;United Arab Emirates;two;Johnson-Olson;false
;375;1375;created;Laos;two;Ramirez, Holmes and Hawkins;false
;376;1376;started;Syria;one;Jones-Torres;false
;377;1377;stopped;Azerbaijan;three;Armstrong-Long;false
;378;1378;created;Solomon Islands;two;King, Torres and Hill;false
;379;1379;stopped;Eritrea;three;Carter, Rodriguez and Dixon;false
;380;1380;stopped;Iraq;three;Sullivan-Beasley;false
;381;1381;started;Argentina;one;Morrow-Snyder;false
;382;1382;started;Solomon Islands;two;Morales-Carson;false
;383;1383;stopped;Saudi Arabia;two;Reed-Roberts;false
;384;1384;created;Mongolia;three;Long Inc;false
;385;1385;started;Romania;one;Martin, White and Gonzalez;false
;386;1386;created;Marshall Islands;three;Jacobs, Khan and Price;false
;387;1387;stopped;Tonga;one;Maxwell Group;false
;388;1388;created;Macedonia;one;Dixon-Larsen;false
;389;1389;stopped;Mauritania;two;Harris, King and Smith;false
;390;1390;stopped;Netherlands;one;Riggs Group;false
;391;1391;stopped;Cyprus;three;Hill, Martinez and Smith;false
;392;1392;stopped;Eritrea;two;Hartman Group;false
;393;1393;created;Tonga;two;Davis-Boyd;false
;394;1394;stopped;Mozambique;one;Vance PLC;false
;395;1395;created;Chile;three;Robinson Ltd;false
;396;1396;created;Grenada;one;Pollard Group;false
;397;1397;created;Russian Federation;three;Lewis Group;false
;398;1398;created;Panama;three;Kennedy Inc;false
;399;1399;stopped;Indonesia;three;Spencer, Brooks and Ray;false
;400;1400;created;Zambia;two;White, Church and Hess;false
;401;1401;stopped;Mauritius;two;Andrade Inc;false
;402;1402;started;Syria;two;Lee, Shaw and Howe;false
;403;1403;stopped;Mongolia;two;Allen and Sons;false
;404;1404;started;Netherlands;two;Brown Inc;false
;405;1405;stopped;Uganda;one;Hancock-Padilla;false
;406;1406;created;Tajikistan;two;Clark-Taylor;false
;407;1407;stopped;Lebanon;one;Horton-Jones;false
;408;1408;stopped;Cambodia;three;Thornton Group;false
;409;1409;stopped;Latvia;two;Lewis Inc;false
;410;1410;created;Bhutan;three;Hanson, Perez and Robinson;false
;411;1411;created;Turkmenistan;one;Wilson, Casey and Padilla;false
;412;1412;created;Kyrgyzstan;three;Fitzpatrick, Jenkins and Carter;false
;413;1413;started;Brazil;three;Goodman-Skinner;false
;414;1414;stopped;Eritrea;two;Mcmillan, Love and Henderson;false
;415;1415;created;Philippines;three;Williams and Sons;false
;416;1416;created;Guyana;one;Wood, Phillips and Garza;false
;417;1417;stopped;Albania;three;Lee PLC;false
;418;1418;stopped;Honduras;three;Mcdowell PLC;false
;419;1419;stopped;Equatorial Guinea;two;Murphy LLC;false
;420;1420;started;Seychelles;three;Brown-Tapia;false
;421;1421;stopped;Brunei;three;Gibson, Robbins and Harvey;false
;422;1422;created;Cameroon;one;Espinoza Group;false
;423;1423;stopped;Trinidad & Tobago;three;Salazar Inc;false
;424;1424;stopped;Malaysia;three;Sharp PLC;false
;425;1425;created;Lesotho;three;Sanchez, Armstrong and Crosby;false
;426;1426;started;Latvia;two;White-Fleming;false
;427;1427;stopped;Belarus;three;Austin PLC;false
;428;1428;created;China;two;Ortiz LLC;false
;429;1429;started;Yemen;two;Perry-Madden;false
;430;1430;created;Burkina;three;Payne, Nelson and Landry;false
;431;1431;started;Namibia;two;Hill, Crawford and Dixon;false
;432;1432;stopped;Chad;one;Campbell Inc;false
;433;1433;created;Russian Federation;two;Gill, Ray and Freeman;false
;434;1434;stopped;Turkey;three;Landry-Wyatt;false
;435;1435;stopped;Burkina;three;Horton, Green and Smith;false
;436;1436;created;Denmark;three;Scott LLC;false
;437;1437;stopped;France;two;Skinner-George;false
;438;1438;created;Brunei;three;Rodriguez-Richards;false
;439;1439;started;Kazakhstan;one;Obrien, Lane and Lee;false
;440;1440;created;Laos;one;Russell-Reyes;false
;441;1441;created;United Kingdom;two;Peterson-Nelson;false
;442;1442;started;Iran;three;Hernandez-Watson;false
;443;1443;started;Latvia;one;Banks-Smith;false
;444;1444;started;Canada;one;Campbell-Manning;false
;445;1445;created;Nicaragua;one;Sullivan PLC;false
;446;1446;started;Congo;one;Dillon, Williamson and Thomas;false
;447;1447;started;Mongolia;three;Hunter, Page and Peters;false
;448;1448;stopped;Dominican Republic;three;Cook, Figueroa and Moore;false
;449;1449;started;Equatorial Guinea;one;Clark Ltd;false
;450;1450;started;Oman;two;Howard Inc;false
;451;1451;started;Russian Federation;three;Guzman, Phillips and Duarte;false
;452;1452;created;Yemen;two;Christian-Wilson;false
;453;1453;created;Italy;three;Nguyen, Castillo and Reese;false
;454;1454;created;Kiribati;one;Gates Group;false
;455;1455;started;Peru;one;Nichols, Glover and Rose;false
;456;1456;created;Costa Rica;one;Thompson Inc;false
;457;1457;started;Montenegro;two;Palmer Group;false
;458;1458;started;Monaco;one;Lyons Ltd;false
;459;1459;started;Philippines;two;Bender-Bennett;false
;460;1460;created;Monaco;three;Johns LLC;false
;461;1461;stopped;Belgium;two;Duran-Riddle;false
;462;1462;stopped;Ethiopia;one;Daugherty Ltd;false
;463;1463;started;Singapore;two;Perez-Black;false
;464;1464;stopped;Solomon Islands;two;Robinson, Allen and Vargas;false
;465;1465;created;Saudi Arabia;one;Richardson PLC;false
;466;1466;stopped;Taiwan;three;Williams-Lane;false
;467;1467;created;Burundi;one;Gonzalez-Wright;false
;468;1468;started;Dominican Republic;two;Gomez-Rivera;false
;469;1469;started;Vanuatu;one;Brown-Burns;false
;470;1470;stopped;Seychelles;three;Estrada-Pennington;false
;471;1471;stopped;South Africa;three;Taylor-Bell;false
;472;1472;started;Cuba;two;Barr, Cooke and Owen;false
;473;1473;created;Papua New Guinea;two;Bennett-Morrow;false
;474;1474;started;Guatemala;two;Miranda-Sexton;false
;475;1475;stopped;Marshall Islands;one;Lynn, Barnett and Warren;false
;476;1476;created;Palestine;two;Ross-Gilbert;false
;477;1477;stopped;Morocco;one;Elliott, Frazier and Ochoa;false
;478;1478;started;Argentina;three;Thompson, Smith and Hernandez;false
;479;1479;stopped;Georgia;one;Williams LLC;false
;480;1480;started;Luxembourg;one;Collins-Smith;false
;481;1481;started;Mauritania;two;Mcbride Ltd;false
;482;1482;stopped;Central African Rep;two;Harris LLC;false
;483;1483;stopped;Dominica;one;Howard, Ayala and Sandoval;false
;484;1484;started;Estonia;two;Smith, Guerrero and Martinez;false
;485;1485;created;Guyana;three;Lewis Inc;false
;486;1486;created;St Kitts & Nevis;one;Golden and Sons;false
;487;1487;stopped;Fiji;two;Joyce and Sons;false
;488;1488;started;Sri Lanka;one;Mason, Owens and Martin;false
;489;1489;created;Venezuela;one;Stewart-Anthony;false
;490;1490;stopped;Palestine;one;Craig Ltd;false
;491;1491;created;Oman;three;Smith Group;false
;492;1492;stopped;Malawi;three;Hubbard LLC;false
;493;1493;stopped;Bahrain;two;Baker-Brown;false
;494;1494;created;Turkey;two;Simmons, Hughes and Reeves;false
;495;1495;stopped;Peru;one;Jordan Inc;false
;496;1496;started;Ireland (Republic);one;Jordan Inc;false
;497;1497;created;Cambodia;two;Hodge-Bates;false
;498;1498;created;Kyrgyzstan;three;Glover, Henry and Chase;false
;499;1499;stopped;Lithuania;three;Martinez, Lee and Castro;false
;500;1500;started;Bahamas;two;Jones PLC;false
;501;1501;created;Guyana;one;Garrett-Galvan;false
;502;1502;started;Colombia;two;Dean, Lowe and Avila;false
;503;1503;stopped;Gabon;one;Hughes Inc;false
;504;1504;started;Suriname;one;Ortiz, Butler and Morrow;false
;505;1505;stopped;Barbados;one;Carey Inc;false
;506;1506;created;Chad;one;Santos, Thomas and Lopez;false
;507;1507;started;Kazakhstan;three;Howard-Andrews;false
;508;1508;created;Armenia;one;Hansen, Miller and Fisher;false
;509;1509;stopped;Antigua & Deps;one;Torres, Miller and Gardner;false
;510;1510;stopped;New Zealand;two;Walker, Rodriguez and Young;false
;511;1511;created;Ecuador;one;Ortiz-Rush;false
;512;1512;created;Ivory Coast;two;Knapp-Hobbs;false
;513;1513;stopped;Lebanon;two;Donovan LLC;false
;514;1514;stopped;Equatorial Guinea;three;Powell, Fitzgerald and Cole;false
;515;1515;created;Sudan;one;Keller, Davidson and Yates;false
;516;1516;started;Iran;two;Frederick-Conway;false
;517;1517;stopped;Afghanistan;one;Olson LLC;false
;518;1518;created;Togo;one;Hill-Allen;false
;519;1519;started;Bulgaria;two;Cruz and Sons;false
;520;1520;created;St Kitts & Nevis;two;Griffith PLC;false
;521;1521;started;Iraq;two;Goodman, Valentine and Molina;false
;522;1522;created;Fiji;two;Jones-Harris;false
;523;1523;created;Papua New Guinea;three;Reyes, Wilson and Perry;false
;524;1524;created;Syria;one;Hughes, Quinn and Manning;false
;525;1525;started;Yemen;one;Chapman, Smith and Martin;false
;526;1526;stopped;Vietnam;two;Williams-Walker;false
;527;1527;started;Chad;two;Guzman, Murphy and Benitez;false
;528;1528;stopped;Korea North;one;Lewis, Chapman and Tucker;false
;529;1529;stopped;Netherlands;two;Hernandez Ltd;false
;530;1530;created;Central African Rep;three;Durham, Harris and Jimenez;false
;531;1531;created;Montenegro;two;Jones Group;false
